timestamp,run_id,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,action,distance_to_goal
46,2,6,2,1,2,5,4,1,3,1,1.4142135623730951
47,3,3,3,8,7,1,1,1,1,2,19.72308292331602
48,3,3,1,7,2,2,1,2,2,2,18.867962264113206
49,3,1,2,6,2,13,2,3,3,2,18.027756377319946
50,3,2,3,5,8,2,2,4,1,3,17.204650534085253
51,3,3,4,8,7,1,1,4,2,3,15.811388300841896
52,3,5,5,3,6,7,2,1,3,3,14.422205101855956
53,3,6,6,7,5,7,3,7,4,2,13.038404810405298
54,3,6,1,6,9,2,3,8,6,2,12.206555615733702
55,3,1,1,5,2,9,5,9,5,2,11.40175425099138
56,3,1,1,4,9,6,2,10,1,2,10.63014581273465
57,3,1,1,3,10,2,6,11,1,3,9.899494936611665
58,3,2,2,2,9,4,1,8,2,3,8.48528137423857
59,3,3,1,2,8,4,5,2,3,3,7.0710678118654755
60,3,2,1,2,7,11,2,9,4,3,5.656854249492381
61,3,2,1,2,6,7,2,7,5,3,4.242640687119285
62,3,2,1,5,5,2,7,4,6,3,2.8284271247461903
63,3,2,4,4,4,2,1,4,7,3,1.4142135623730951
64,4,7,2,5,3,1,5,1,2,7,10.0
65,4,9,4,6,4,1,5,8,1,6,8.602325267042627
66,4,1,7,7,1,5,6,7,6,7,7.810249675906654
67,4,7,8,1,2,7,6,4,5,7,6.4031242374328485
68,4,7,2,9,3,8,5,5,4,7,5.0
69,4,1,3,10,4,9,2,4,3,7,3.605551275463989
70,4,7,1,1,5,5,3,10,2,7,2.23606797749979
71,4,5,10,2,6,4,2,5,1,6,1.0
72,5,4,1,5,3,2,2,3,1,2,7.0710678118654755
73,5,1,7,4,3,3,3,4,11,2,6.082762530298219
74,5,7,2,3,3,3,2,5,1,2,5.0990195135927845
75,5,3,1,2,3,3,3,6,2,2,4.123105625617661
76,5,1,1,1,3,3,3,7,3,3,3.1622776601683795
77,5,1,3,3,2,2,2,10,4,2,2.0
78,5,2,2,2,2,2,2,11,1,2,1.0
79,6,1,6,6,1,1,1,1,2,7,6.4031242374328485
80,6,6,1,1,1,1,4,4,1,6,5.0
81,6,1,4,2,1,3,4,3,1,6,4.242640687119285
82,6,1,1,3,2,4,3,2,8,7,3.605551275463989
83,6,10,1,1,3,5,1,4,7,7,2.23606797749979
84,6,4,4,2,4,2,4,5,6,0,1.0
85,7,3,2,14,1,1,2,2,2,2,8.06225774829855
86,7,6,1,13,1,1,1,3,2,2,7.615773105863909
87,7,1,4,12,2,1,1,4,4,1,7.280109889280518
88,7,1,3,3,3,3,2,1,1,1,6.082762530298219
89,7,6,2,6,4,4,3,1,2,0,5.0
90,7,5,5,4,2,5,1,2,1,0,4.0
91,7,4,1,2,3,6,2,1,2,0,3.0
92,7,3,5,1,7,7,1,2,2,0,2.0
93,7,2,8,7,1,8,2,2,2,0,1.0
94,8,7,4,1,3,3,3,8,5,1,7.615773105863909
95,8,1,3,1,1,1,4,3,5,1,8.94427190999916
96,8,2,2,2,2,1,5,1,3,0,10.295630140987
97,8,1,2,2,2,2,1,4,4,1,11.180339887498949
98,8,2,1,1,1,4,2,1,3,0,12.529964086141668
99,8,1,2,1,1,5,1,4,1,1,13.416407864998739
100,8,1,1,2,6,1,2,1,1,3,14.7648230602334
101,8,2,1,4,5,1,1,1,2,3,14.422205101855956
102,8,2,3,3,4,3,1,1,3,4,14.212670403551895
103,8,3,4,2,5,2,2,1,1,4,13.45362404707371
104,8,4,3,3,5,1,1,2,1,3,12.727922061357855
105,8,6,2,4,4,4,3,1,2,4,12.806248474865697
106,8,7,2,3,4,3,2,3,1,4,12.206555615733702
107,8,8,4,4,4,2,1,3,2,4,11.661903789690601
108,8,9,4,4,3,1,9,1,3,5,11.180339887498949
109,8,1,5,1,4,4,8,1,1,5,9.848857801796104
110,8,1,6,6,6,1,7,1,1,5,8.54400374531753
111,8,1,7,1,2,1,6,2,2,5,7.280109889280518
112,8,3,8,1,3,8,5,1,1,5,6.082762530298219
113,8,1,9,4,2,1,4,8,2,6,5.0
114,8,4,1,5,1,2,3,7,4,6,4.0
115,8,2,2,6,5,3,3,6,4,6,3.0
116,8,4,3,7,2,5,2,5,1,6,2.0
117,8,1,2,8,6,3,6,4,3,6,1.0
118,9,7,8,9,1,5,1,3,2,2,15.620499351813308
119,9,4,2,8,2,1,4,4,2,2,14.866068747318506
120,9,10,1,7,4,10,1,5,5,3,14.142135623730951
121,9,2,5,2,3,1,5,2,6,3,12.727922061357855
122,9,9,1,3,2,4,7,1,7,4,11.313708498984761
123,9,10,5,2,8,3,1,7,1,3,10.63014581273465
124,9,3,1,1,7,1,4,2,2,3,9.219544457292887
125,9,1,3,3,6,2,2,1,3,3,7.810249675906654
126,9,4,2,2,5,5,1,3,4,3,6.4031242374328485
127,9,9,1,1,4,4,3,2,5,3,5.0
128,9,1,9,1,3,3,3,3,6,3,3.605551275463989
129,9,1,1,8,2,1,2,9,7,2,2.23606797749979
130,9,1,1,7,2,2,1,10,1,3,1.4142135623730951
131,10,1,1,16,1,1,2,5,1,2,7.810249675906654
132,10,1,1,15,7,1,1,6,1,3,7.0710678118654755
133,10,2,2,1,6,2,3,1,2,3,5.656854249492381
134,10,1,3,9,5,1,1,5,3,3,4.242640687119285
135,10,4,2,1,4,2,6,1,4,3,2.8284271247461903
136,10,1,5,4,3,7,1,4,5,3,1.4142135623730951
137,11,1,4,2,1,1,1,1,5,7,6.4031242374328485
138,11,6,6,1,1,1,1,3,4,6,6.4031242374328485
139,11,5,3,2,1,1,1,2,3,7,5.830951894845301
140,11,2,8,8,2,2,1,2,2,7,6.324555320336759
141,11,3,1,8,3,2,1,4,1,6,7.0710678118654755
142,11,1,3,9,3,1,1,3,1,6,7.0
143,11,1,1,10,1,1,2,2,1,5,7.0710678118654755
144,11,2,2,1,3,1,1,6,1,3,6.324555320336759
145,11,1,1,1,2,3,1,1,2,4,5.0990195135927845
146,11,2,1,2,1,2,7,1,1,5,4.123105625617661
147,11,1,2,2,1,6,6,1,4,4,3.605551275463989
148,11,2,3,1,4,5,5,3,1,3,2.8284271247461903
149,11,1,1,2,3,3,2,5,2,3,1.4142135623730951
150,12,7,3,2,9,3,1,2,4,7,3.605551275463989
151,12,5,6,3,10,2,1,3,3,0,2.23606797749979
152,12,4,5,4,10,3,3,3,3,7,1.4142135623730951
153,13,1,1,1,1,12,4,4,5,7,12.529964086141668
154,13,4,2,1,2,5,3,1,4,7,12.206555615733702
155,13,1,3,3,3,1,2,5,3,6,12.041594578792296
156,13,3,1,4,1,6,1,4,3,6,11.313708498984761
157,13,3,3,5,8,1,3,3,3,6,10.63014581273465
158,13,3,3,6,1,6,8,2,3,5,10.0
159,13,4,4,2,2,5,7,7,1,5,8.602325267042627
160,13,2,5,3,3,1,6,5,5,5,7.211102550927978
161,13,6,6,1,1,2,5,4,5,5,5.830951894845301
162,13,7,7,2,1,5,4,1,4,5,4.47213595499958
163,13,1,8,2,3,12,3,3,2,5,3.1622776601683795
164,13,9,9,4,8,12,2,2,2,4,2.0
165,13,10,4,4,2,11,2,2,2,4,1.0
166,14,4,2,2,2,3,4,5,4,7,12.165525060596439
167,14,1,2,3,3,5,6,2,3,6,11.045361017187261
168,14,3,1,4,4,4,6,1,3,7,10.04987562112089
169,14,2,2,2,5,1,2,7,2,7,9.0
170,14,1,1,5,6,7,3,12,1,6,8.06225774829855
171,14,1,1,6,2,3,3,11,1,6,7.0710678118654755
172,14,1,1,7,6,3,3,10,1,6,6.082762530298219
173,14,1,1,8,9,3,2,9,1,6,5.0990195135927845
174,14,1,1,9,3,3,2,8,1,6,4.123105625617661
175,14,1,1,10,3,2,1,7,1,6,3.1622776601683795
176,14,1,1,11,3,1,3,6,1,6,2.23606797749979
177,14,1,1,12,1,3,2,5,1,5,1.4142135623730951
178,15,7,1,3,4,2,1,1,9,7,8.54400374531753
179,15,1,4,2,5,1,1,7,8,6,7.280109889280518
180,15,4,1,3,1,1,6,6,3,7,6.324555320336759
181,15,6,2,2,2,14,4,2,2,7,5.0990195135927845
182,15,5,2,8,3,8,1,5,1,6,4.0
183,15,1,3,9,3,1,6,4,1,6,3.0
184,15,1,1,10,1,3,2,3,4,6,2.0
185,15,2,1,11,10,5,4,2,6,6,1.0
186,16,1,1,6,4,3,1,2,5,7,3.0
187,16,1,1,1,1,2,1,1,4,7,2.23606797749979
188,16,2,2,1,2,1,6,1,3,1,2.23606797749979
189,16,2,1,4,1,1,7,11,1,2,1.0
190,17,1,1,1,3,2,4,10,1,6,8.0
191,17,1,1,2,3,8,1,9,1,6,7.0
192,17,1,1,3,2,1,2,8,1,6,6.0
193,17,1,1,4,1,4,7,7,1,6,5.0
194,17,1,1,5,5,2,1,6,1,6,4.0
195,17,1,1,6,3,1,3,5,1,6,3.0
196,17,1,1,7,1,10,4,4,1,6,2.0
197,17,1,1,8,3,3,3,3,1,6,1.0
198,18,3,1,1,1,1,5,1,5,5,13.038404810405298
199,18,1,2,1,1,5,4,6,2,6,12.165525060596439
200,18,2,1,2,3,5,4,5,5,7,11.180339887498949
201,18,1,1,2,4,7,3,4,4,7,10.04987562112089
202,18,5,1,1,5,3,3,6,3,7,9.0
203,18,2,4,2,6,5,2,7,2,6,8.06225774829855
204,18,4,4,3,6,5,5,6,4,6,7.0710678118654755
205,18,2,2,4,8,2,6,5,4,6,6.082762530298219
206,18,4,3,5,4,8,4,4,4,6,5.0990195135927845
207,18,4,2,6,2,5,1,3,4,6,4.123105625617661
208,18,4,4,7,3,1,1,2,1,6,3.1622776601683795
209,18,1,4,8,1,1,2,1,1,5,2.23606797749979
210,18,1,5,1,1,3,1,2,4,6,1.0
211,19,4,1,13,1,4,1,1,1,0,8.246211251235321
212,19,3,5,1,2,5,1,1,1,0,7.280109889280518
213,19,2,7,2,1,6,1,1,1,1,6.324555320336759
214,19,1,6,6,1,2,2,2,1,1,5.0990195135927845
215,19,5,5,5,3,2,3,1,3,0,4.0
216,19,4,4,9,4,3,1,3,3,0,3.0
217,19,3,1,3,9,4,2,3,3,0,2.0
218,19,2,1,1,6,5,3,3,2,0,1.0
219,20,2,2,2,2,7,2,4,3,5,15.231546211727817
220,20,8,3,3,2,4,1,1,2,4,13.92838827718412
221,20,9,3,3,3,3,7,1,1,5,13.601470508735444
222,20,1,4,3,4,6,6,2,2,5,12.36931687685298
223,20,3,5,5,2,2,5,1,1,5,11.180339887498949
224,20,1,6,3,1,2,4,5,1,6,10.04987562112089
225,20,1,1,4,4,4,4,4,4,6,9.055385138137417
226,20,5,1,5,2,4,3,3,1,6,8.06225774829855
227,20,1,3,6,4,4,4,2,2,6,7.0710678118654755
228,20,5,1,7,4,4,4,1,1,5,6.082762530298219
229,20,1,2,6,3,2,3,1,10,7,5.0
230,20,9,1,1,4,1,4,1,9,5,4.123105625617661
231,20,1,2,1,2,3,3,5,1,6,3.0
232,20,1,1,2,3,3,2,4,2,6,2.0
233,20,2,1,3,3,3,3,3,1,6,1.0
234,21,2,3,6,1,2,3,2,3,6,11.40175425099138
235,21,3,3,7,2,2,5,1,3,5,10.63014581273465
236,21,1,4,3,1,3,4,2,2,5,9.219544457292887
237,21,3,5,2,4,1,3,2,1,5,7.810249675906654
238,21,2,6,1,1,2,2,3,1,5,6.4031242374328485
239,21,2,7,2,1,14,1,1,2,4,5.0
240,21,3,2,1,6,13,2,1,1,5,4.47213595499958
241,21,1,3,7,3,4,1,1,1,4,3.1622776601683795
242,21,2,2,14,3,3,6,1,1,5,3.0
243,21,1,3,15,5,5,5,5,6,7,2.23606797749979
244,21,1,1,1,6,4,2,2,5,6,1.0
245,22,3,1,1,1,3,1,1,1,4,5.0
246,22,1,1,1,2,2,1,1,1,3,6.0
247,22,1,2,3,1,1,1,2,2,1,7.0710678118654755
248,22,1,1,6,2,2,2,1,1,2,6.324555320336759
249,22,1,1,5,1,2,2,2,1,2,6.708203932499369
250,22,1,1,4,2,1,2,3,1,2,7.211102550927978
251,22,1,4,3,2,2,1,4,1,1,7.810249675906654
252,22,11,3,2,3,3,2,1,2,7,7.810249675906654
253,22,1,3,4,4,1,1,4,1,6,6.4031242374328485
254,22,1,1,5,1,1,1,3,3,7,5.656854249492381
255,22,1,7,1,2,2,2,1,2,7,4.242640687119285
256,22,3,2,1,3,1,1,1,1,0,2.8284271247461903
257,22,2,8,6,1,2,1,1,3,7,2.23606797749979
258,22,3,1,3,2,1,2,2,2,6,1.0
259,23,1,1,1,1,2,7,8,1,5,17.4928556845359
260,23,2,2,2,1,1,6,7,4,5,17.204650534085253
261,23,4,3,1,5,4,5,2,5,3,17.029386365926403
262,23,1,1,2,4,1,7,3,6,3,15.620499351813308
263,23,2,1,1,3,5,2,1,7,4,14.212670403551895
264,23,3,1,12,8,4,5,4,1,3,13.45362404707371
265,23,2,2,2,7,3,6,3,2,3,12.041594578792296
266,23,5,1,1,6,5,2,9,3,3,10.63014581273465
267,23,1,2,5,5,1,4,5,4,2,9.219544457292887
268,23,4,2,4,7,2,1,6,1,3,8.602325267042627
269,23,3,5,3,6,8,1,2,2,3,7.211102550927978
270,23,4,2,2,5,4,7,2,3,3,5.830951894845301
271,23,7,1,1,4,3,3,3,4,3,4.47213595499958
272,23,1,2,5,3,1,2,6,5,3,3.1622776601683795
273,23,4,4,2,2,1,1,1,6,3,2.0
274,23,4,1,1,1,1,2,1,7,5,1.4142135623730951
275,24,2,1,2,7,5,4,5,2,5,3.605551275463989
276,24,3,2,3,4,4,3,3,3,4,2.23606797749979
277,24,4,4,9,4,3,3,4,3,5,1.4142135623730951
278,25,5,13,5,2,1,2,5,5,2,10.04987562112089
279,25,5,6,4,1,8,1,1,4,2,9.055385138137417
280,25,3,3,3,1,1,2,2,5,2,8.06225774829855
281,25,10,2,2,8,1,1,3,5,2,7.0710678118654755
282,25,10,1,1,6,5,1,4,7,3,6.082762530298219
283,25,1,6,1,5,3,5,2,8,1,5.385164807134504
284,25,2,5,2,8,1,6,1,1,1,4.123105625617661
285,25,3,4,4,1,9,7,2,1,2,3.0
286,25,3,3,3,6,1,2,3,7,2,2.0
287,25,3,2,2,1,3,1,4,8,2,1.0
288,26,2,2,7,2,2,2,1,5,5,6.082762530298219
289,26,1,3,10,1,2,1,1,8,4,5.385164807134504
290,26,2,3,1,2,1,11,1,1,5,4.47213595499958
291,26,1,4,1,2,4,10,10,4,4,4.242640687119285
292,26,2,1,3,4,3,3,2,6,3,3.605551275463989
293,26,2,2,1,3,3,2,5,7,3,2.23606797749979
294,26,1,1,2,2,2,2,6,8,2,1.0
295,27,1,1,2,2,3,1,2,1,4,9.0
296,27,2,2,2,2,2,9,1,2,4,8.0
297,27,3,2,2,2,1,1,3,1,3,7.0
298,27,4,1,1,1,2,4,1,2,5,6.082762530298219
299,27,1,2,2,1,9,3,9,1,4,5.0
300,27,2,2,1,2,8,9,6,3,4,4.0
301,27,3,1,2,2,7,8,10,4,4,3.0
302,27,4,2,2,1,6,1,3,5,4,2.0
303,27,5,2,1,1,5,6,1,6,4,1.0
304,28,1,5,2,1,1,1,2,1,6,6.082762530298219
305,28,1,1,1,1,1,3,1,5,5,6.324555320336759
306,28,1,2,1,6,1,2,1,2,3,5.830951894845301
307,28,1,1,6,5,4,2,1,3,4,4.47213595499958
308,28,2,2,4,7,3,2,3,1,4,3.605551275463989
309,28,3,3,6,3,2,1,2,9,3,2.8284271247461903
310,28,4,4,3,2,7,1,2,10,3,1.4142135623730951
311,29,13,2,2,1,4,1,1,1,0,16.278820596099706
312,29,12,2,2,2,5,1,1,2,7,16.1245154965971
313,29,6,3,3,3,1,3,9,1,6,15.033296378372908
314,29,1,3,4,1,3,3,8,3,7,14.035668847618199
315,29,4,5,1,2,4,7,1,2,7,13.0
316,29,1,6,6,3,1,3,5,1,6,12.041594578792296
317,29,1,1,7,1,5,3,4,2,6,11.045361017187261
318,29,2,1,8,5,5,3,3,1,6,10.04987562112089
319,29,1,9,9,5,3,8,2,9,7,9.055385138137417
320,29,11,1,1,6,4,1,5,8,7,8.246211251235321
321,29,2,2,2,7,2,5,9,7,6,7.615773105863909
322,29,2,3,3,7,2,4,8,1,6,6.708203932499369
323,29,1,2,4,2,9,3,7,8,6,5.830951894845301
324,29,2,1,5,2,10,1,6,1,6,5.0
325,29,1,4,6,3,1,2,5,1,6,4.242640687119285
326,29,1,1,7,1,2,5,4,5,5,3.605551275463989
327,29,4,2,2,1,1,4,4,4,5,2.23606797749979
328,29,9,3,1,1,4,3,3,2,4,1.0
329,30,5,5,3,1,5,11,5,3,4,13.0
330,30,6,6,1,7,4,9,4,6,3,12.083045973594572
331,30,1,1,2,6,4,6,5,7,3,10.770329614269007
332,30,2,1,1,5,2,2,16,8,3,9.486832980505138
333,30,1,1,1,4,1,1,11,9,3,8.246211251235321
334,30,1,3,3,3,1,1,1,10,3,7.0710678118654755
335,30,7,2,2,2,4,1,1,11,4,6.0
336,30,8,2,2,1,3,3,1,1,4,5.0
337,30,9,2,1,2,2,1,2,1,4,4.0
338,30,10,1,2,2,1,2,1,10,5,3.0
339,30,1,2,1,2,6,1,2,2,4,2.23606797749979
340,30,2,1,2,3,5,4,1,2,3,1.4142135623730951
341,31,1,4,2,9,9,1,2,2,2,13.892443989449804
342,31,4,4,1,7,6,3,1,1,3,13.038404810405298
343,31,1,1,4,6,8,4,3,2,2,12.806248474865697
344,31,1,3,3,11,6,5,4,1,3,12.041594578792296
345,31,6,3,7,10,8,5,6,2,3,12.041594578792296
346,31,5,4,4,9,4,7,7,3,3,12.206555615733702
347,31,3,3,1,8,8,3,8,4,3,12.529964086141668
348,31,1,1,1,7,7,2,9,5,3,13.0
349,31,1,2,1,6,1,3,7,6,3,13.601470508735444
350,31,1,2,2,5,2,4,1,7,2,14.317821063276353
351,31,3,3,1,5,4,5,2,1,3,14.142135623730951
352,31,1,4,4,4,4,3,13,2,2,15.033296378372908
353,31,4,1,3,2,4,4,14,1,2,15.0
354,31,1,2,2,1,4,3,15,4,2,15.033296378372908
355,31,2,2,1,3,1,4,16,1,3,15.132745950421556
356,31,1,1,1,2,3,1,1,2,3,16.278820596099706
357,31,1,3,1,1,1,2,2,3,1,17.46424919657298
358,31,4,2,2,2,1,3,1,1,0,16.76305461424021
359,31,3,2,2,2,2,1,1,1,0,15.811388300841896
360,31,2,2,2,2,3,1,1,1,0,14.866068747318506
361,31,1,2,2,2,4,1,1,1,1,13.92838827718412
362,31,5,1,1,1,7,2,1,2,0,13.416407864998739
363,31,4,1,1,1,8,1,2,2,0,12.529964086141668
364,31,3,1,1,1,9,2,2,1,0,11.661903789690601
365,31,2,1,1,1,10,2,1,1,0,10.816653826391969
366,31,1,1,1,1,11,1,1,3,7,10.0
367,31,3,1,1,2,1,1,2,2,7,8.602325267042627
368,31,6,3,2,3,2,1,1,1,0,7.211102550927978
369,31,5,1,3,2,3,1,1,3,7,6.4031242374328485
370,31,6,3,2,3,1,2,3,2,7,5.0
371,31,3,5,3,4,3,3,8,1,6,3.605551275463989
372,31,1,3,4,2,3,1,7,5,7,3.1622776601683795
373,31,4,1,1,3,2,3,4,4,0,2.0
374,31,3,1,1,1,3,3,2,3,0,1.0
375,32,1,2,2,2,3,1,1,3,4,11.180339887498949
376,32,2,2,2,2,2,4,1,1,4,10.770329614269007
377,32,3,2,2,2,1,1,4,1,3,10.44030650891055
378,32,6,1,1,1,1,5,1,2,5,9.219544457292887
379,32,1,2,1,2,5,4,1,1,4,10.04987562112089
380,32,2,1,2,4,4,4,4,1,3,10.0
381,32,2,1,1,3,3,3,4,2,3,9.055385138137417
382,32,1,3,3,2,2,2,3,3,1,8.246211251235321
383,32,4,2,1,3,3,3,1,1,1,7.0710678118654755
384,32,8,1,5,1,1,4,2,2,2,6.0
385,32,1,2,4,1,1,1,3,3,2,5.0
386,32,2,2,3,4,1,1,4,1,2,4.0
387,32,2,2,2,2,2,1,5,5,2,3.0
388,32,2,1,1,4,4,4,6,2,3,2.0
389,32,1,2,8,3,1,3,3,3,1,1.4142135623730951
390,33,4,3,2,2,2,2,1,1,1,6.0
391,33,3,2,8,1,3,3,2,2,2,5.0990195135927845
392,33,3,1,7,1,1,3,3,3,2,4.123105625617661
393,33,1,7,6,3,1,1,4,3,2,3.1622776601683795
394,33,8,3,5,3,3,1,5,1,2,2.23606797749979
395,33,3,5,4,3,3,3,6,2,3,1.4142135623730951
396,34,2,1,1,7,7,4,3,2,4,17.029386365926403
397,34,3,1,4,9,6,2,3,3,4,16.0312195418814
398,34,4,4,4,1,5,4,3,4,4,15.033296378372908
399,34,5,4,1,6,4,4,2,3,4,14.035668847618199
400,34,6,1,5,5,3,3,4,3,4,13.038404810405298
401,34,7,4,8,2,2,1,4,2,4,12.041594578792296
402,34,8,4,7,3,1,10,1,4,5,11.045361017187261
403,34,1,5,1,2,1,9,1,3,3,10.198039027185569
404,34,1,5,3,1,4,1,1,4,4,9.055385138137417
405,34,2,2,1,2,3,10,1,1,4,8.06225774829855
406,34,3,1,9,1,2,1,10,1,4,7.0710678118654755
407,34,4,2,1,6,1,1,1,4,3,6.082762530298219
408,34,1,1,6,5,3,2,1,5,4,5.0
409,34,2,4,3,6,2,3,11,1,4,4.0
410,34,3,3,10,5,1,1,2,2,3,3.0
411,34,4,2,8,4,2,1,1,3,4,2.23606797749979
412,34,5,3,8,1,1,3,1,1,5,1.4142135623730951
413,35,2,1,1,1,1,1,2,2,6,13.152946437965905
414,35,3,4,2,1,1,3,1,3,5,13.341664064126334
415,35,1,5,1,12,5,2,2,1,4,12.649110640673518
416,35,2,1,4,7,4,1,2,2,4,11.704699910719626
417,35,3,2,3,5,3,2,1,2,3,10.770329614269007
418,35,3,3,10,4,1,3,3,3,3,9.486832980505138
419,35,4,3,3,3,1,1,1,4,3,8.246211251235321
420,35,3,5,8,2,1,2,1,5,3,7.0710678118654755
421,35,5,2,6,1,7,1,1,6,4,6.0
422,35,6,8,1,1,6,3,1,1,4,5.0
423,35,7,1,1,1,5,5,3,1,4,4.0
424,35,8,1,1,4,4,1,6,4,4,3.0
425,35,9,1,13,3,3,5,1,3,4,2.0
426,35,10,3,3,2,2,1,6,1,4,1.0
427,36,3,2,1,1,1,2,2,8,5,9.219544457292887
428,36,8,1,1,8,1,1,1,1,3,7.810249675906654
429,36,1,1,2,7,1,1,1,2,3,7.810249675906654
430,36,2,1,6,6,3,3,1,3,5,8.06225774829855
431,36,1,2,3,5,1,2,8,1,6,6.708203932499369
432,36,1,1,4,1,4,4,7,2,6,5.830951894845301
433,36,2,1,5,3,2,1,6,2,6,5.0
434,36,2,2,6,4,1,4,5,2,5,4.242640687119285
435,36,3,3,1,3,1,3,6,3,5,2.8284271247461903
436,36,4,4,1,2,1,2,5,4,5,1.4142135623730951
437,37,1,1,9,1,1,1,8,1,6,9.055385138137417
438,37,1,1,10,1,1,1,7,1,6,8.06225774829855
439,37,1,1,11,1,1,1,6,1,6,7.0710678118654755
440,37,1,1,12,1,1,1,5,1,6,6.082762530298219
441,37,1,1,13,1,1,1,4,1,6,5.0990195135927845
442,37,1,1,14,1,1,1,3,4,7,4.123105625617661
443,37,1,1,1,2,2,2,1,3,7,3.0
444,37,1,3,1,3,1,1,4,2,6,2.23606797749979
445,37,4,1,2,1,1,3,3,4,5,1.4142135623730951
446,38,3,4,1,5,1,2,1,4,5,12.041594578792296
447,38,1,1,1,3,1,1,5,1,6,10.63014581273465
448,38,1,1,2,1,1,2,4,1,5,10.0
449,38,2,2,1,7,4,1,3,2,4,8.602325267042627
450,38,3,1,3,2,3,6,1,3,5,7.810249675906654
451,38,1,2,5,2,1,5,5,1,5,6.4031242374328485
452,38,2,3,1,6,5,4,2,3,5,5.0
453,38,3,4,3,6,6,3,3,1,5,3.605551275463989
454,38,2,5,5,5,1,2,1,2,5,2.23606797749979
455,38,1,6,1,4,3,1,1,1,4,1.0
456,39,1,1,2,1,4,6,3,1,5,14.560219778561036
457,39,2,2,2,3,14,5,4,2,4,15.811388300841896
458,39,3,3,3,2,13,5,5,2,4,16.15549442140351
459,39,4,2,3,1,12,3,5,3,4,16.55294535724685
460,39,5,3,1,2,11,1,5,4,4,17.0
461,39,6,1,3,1,10,2,1,4,4,17.4928556845359
462,39,7,2,1,4,9,4,2,1,4,18.027756377319946
463,39,8,1,4,3,8,5,2,5,3,18.601075237738275
464,39,2,3,3,2,1,2,6,6,3,18.439088914585774
465,39,3,2,2,1,5,1,1,7,4,18.384776310850235
466,39,4,2,1,3,4,1,1,1,3,19.1049731745428
467,39,1,1,2,2,4,2,2,2,2,19.209372712298546
468,39,1,4,1,1,4,3,3,1,1,18.601075237738275
469,39,4,3,1,5,1,4,1,1,0,17.204650534085253
470,39,3,2,3,1,2,1,1,1,0,16.401219466856727
471,39,2,1,11,5,3,1,1,1,0,15.620499351813308
472,39,1,3,1,8,4,1,1,1,1,14.866068747318506
473,39,5,2,1,1,1,2,1,1,0,13.45362404707371
